id,x,y,INFECTED
1246,97,75,no
7817,67,37,no
987,40,28,no
8594,25,76,no
508,30,77,no
6760,67,29,no
7362,14,49,no
8036,85,50,no
6644,28,78,no
2909,7,87,no
9175,85,7,no
7272,50,41,no
2852,67,23,no
4420,84,46,no
949,35,71,no
1807,47,93,no
6689,2,58,no
5624,7,15,no
914,99,14,no
3642,38,12,no
3952,85,58,no
2993,24,27,no
5752,40,38,no
8603,77,20,no
4571,23,21,no
4820,88,86,no
8390,13,9,no
1237,86,96,no
4354,35,46,no
7504,11,56,no
9019,13,68,no
9228,94,20,no
475,27,58,no
9963,76,29,no
9190,27,90,no
5247,59,63,no
9286,11,28,no
1751,80,92,no
6478,15,71,no
3986,6,35,no
5330,34,38,no
4220,92,5,no
3514,5,78,no
4360,5,11,no
5607,62,52,no
2734,3,34,no
4594,78,66,no
9245,12,25,no
131,30,46,no
1532,75,48,no
6410,40,33,no
7875,71,4,no
9618,68,24,no
9181,41,16,no
7601,17,91,no
5098,28,10,no
1383,30,29,no
3491,76,3,no
5209,44,36,no
7221,22,53,no
6640,82,93,no
3442,79,25,no
705,27,30,no
7763,35,73,no
8446,52,9,no
4101,78,78,no
7552,82,28,no
1551,98,4,no
1159,0,1,no
1886,11,14,no
7293,48,68,no
9585,91,44,no
6808,67,18,no
5808,55,37,no
7032,69,94,no
5036,33,50,no
8434,61,25,no
5523,57,82,no
7660,97,51,no
6027,54,27,no
1322,39,97,no
7488,22,67,no
6774,20,66,no
3536,81,5,no
6785,59,55,no
6522,99,6,no
2433,7,52,no
4336,70,37,no
5529,10,53,no
6406,7,91,no
7082,57,11,no
2401,91,27,no
5203,11,16,no
3183,93,91,no
6557,92,72,no
2955,72,54,no
6967,99,68,no
4718,63,78,no
2211,66,88,no
668,4,21,no
660,22,61,no
6408,36,69,no
571,19,17,no
4155,46,56,no
9331,54,23,no
2329,48,12,no
9980,70,48,no
6776,50,41,no
7005,30,89,no
3821,2,10,no
4433,46,85,no
783,25,59,no
7637,3,53,no
6554,80,2,no
8454,78,60,no
1949,68,15,no
9755,11,61,no
3865,30,41,no
6523,37,50,no
6692,43,5,no
71,21,87,no
435,1,86,no
9416,82,63,no
4090,81,46,no
8206,43,47,no
4376,49,66,no
8560,65,80,no
6626,29,28,no
7421,67,68,no
205,49,82,no
7162,75,48,no
6594,65,36,no
1265,78,54,no
4746,45,20,no
2684,53,46,no
4338,49,39,no
4563,70,90,no
4595,69,51,no
4719,14,51,no
2288,99,85,no
5604,46,44,no
9386,18,31,no
3722,86,62,no
1135,13,89,no
4886,39,93,no
4794,68,39,no
9003,8,8,no
9002,84,38,no
8035,91,23,no
6459,4,33,no
492,2,6,no
1455,78,54,no
8385,21,64,no
6422,52,61,no
7943,28,50,no
752,7,84,no
2546,28,19,no
8255,38,66,no
1279,20,75,no
314,30,17,no
1497,50,85,no
2487,78,74,no
8635,42,67,no
9725,3,93,no
233,55,25,no
2253,84,56,no
9744,66,37,no
3389,90,99,no
7500,71,30,no
3555,38,56,no
1062,56,35,no
9684,88,43,no
1616,14,71,no
2212,14,30,no
9259,5,29,no
2147,28,2,no
3551,30,36,no
6288,58,62,no
54,63,73,no
1467,18,53,no
790,4,29,no
8043,53,39,no
5192,92,53,no
7626,59,86,no
4868,88,38,no
3729,8,72,no
5702,11,76,no
5698,26,99,no
2838,90,61,no
1420,47,22,no
26,92,44,no
3473,40,49,no
7497,68,37,no
9263,30,73,no
1311,12,34,no
3887,22,57,no
6709,72,79,no
1920,51,32,no
3957,65,23,no
6212,62,4,no
2583,23,79,no
1950,10,45,no
4957,29,85,no
4498,87,44,no
5542,55,2,no
176,70,47,no
5985,5,62,no
2460,6,71,no
8307,65,92,no
938,74,4,no
7477,51,61,no
1892,99,77,no
5754,55,8,no
4274,80,59,no
7268,71,84,no
4272,22,33,no
7888,87,54,no
5749,8,60,no
2940,20,4,no
283,24,51,no
2785,37,22,no
9664,53,59,no
8141,71,6,no
341,24,35,no
1820,18,81,no
9482,12,67,no
2443,78,39,no
4025,59,37,no
9284,68,1,no
2851,51,74,no
1305,17,33,no
6390,83,44,no
7802,9,0,no
2339,43,97,no
4,64,79,no
5713,82,20,no
9527,67,66,no
9857,60,92,no
6897,77,77,no
7450,55,61,no
9944,2,20,no
542,12,1,no
6552,33,67,no
6632,68,67,no
2090,46,91,no
8925,57,58,no
2713,78,68,no
9974,30,39,no
1125,13,50,no
3138,32,55,no
4306,29,43,no
6819,82,0,no
9053,85,14,no
115,4,96,no
2462,52,15,no
9962,92,26,no
7041,24,96,no
6659,56,0,no
5866,6,41,no
1361,20,86,no
178,46,85,no
6235,5,29,no
5889,34,29,no
9418,85,38,no
414,67,82,no
4003,23,42,no
1851,52,27,no
6010,49,88,no
3731,54,27,no
4545,50,81,no
9953,83,20,no
8395,96,93,no
339,84,20,no
6761,13,69,no
4409,77,14,no
2415,16,46,no
8122,51,5,no
9046,28,38,no
7824,98,30,no
9440,46,79,no
3812,94,95,no
3739,29,85,no
3830,81,97,no
555,6,1,no
2696,45,12,no
2021,6,55,no
4932,54,81,no
618,44,13,no
8349,66,33,no
249,19,9,no
8846,21,6,no
9123,75,29,no
4332,51,76,no
4026,62,53,no
3955,56,39,no
9775,26,60,no
5874,73,10,no
5069,22,1,no
160,62,44,no
6181,74,56,no
3904,71,28,no
6265,29,60,no
3841,16,46,no
7016,87,55,no
6403,33,78,no
42,26,63,no
217,65,18,no
846,22,79,no
1381,69,92,no
100,28,58,no
8286,47,47,no
6226,87,74,no
1061,43,87,no
4290,10,91,no
7145,21,59,no
5719,59,56,no
2521,12,13,no
5757,9,37,no
3148,73,69,no
6773,35,57,no
2459,83,82,no
3724,23,25,no
2840,72,98,no
4640,71,36,no
8439,63,72,no
8979,14,63,no
8884,87,99,no
4060,35,74,no
1994,13,58,no
7151,54,71,no
2352,61,63,no
5020,95,91,no
1369,46,56,no
1547,37,61,no
1740,2,71,no
1904,6,51,no
6341,95,99,no
8899,64,11,no
9267,85,30,no
3584,50,85,no
8221,31,32,no
1727,68,50,no
4238,61,28,no
7713,80,35,no
423,70,91,no
9214,64,90,no
3136,65,55,no
8039,37,21,no
899,72,96,no
297,6,23,no
2082,8,92,no
5966,88,31,no
5261,85,21,no
8558,96,83,no
2751,99,77,no
7008,89,28,no
2153,9,51,no
2173,49,85,no
6002,44,0,no
6375,83,61,no
8762,75,24,no
7003,18,56,no
8825,94,44,no
3773,22,5,no
5950,28,10,no
2611,67,99,no
343,12,99,no
6369,94,48,no
3119,2,20,no
5818,88,31,no
554,78,82,no
5253,94,86,no
8547,82,32,no
6458,76,53,no
1718,30,88,no
7945,65,43,no
6555,95,21,no
5308,39,11,no
6222,44,98,no
9948,88,0,no
9430,62,8,no
1824,54,45,no
1142,23,77,no
9949,86,36,no
3663,49,98,no
926,81,71,no
7598,68,80,no
5517,43,82,no
1918,35,47,no
7572,2,53,no
55,83,3,no
7007,46,71,no
6682,95,88,no
3800,55,8,no
580,72,66,no
6947,89,72,no
3672,66,64,no
17,39,40,no
4092,74,22,no
8283,46,96,no
6836,94,13,no
5771,8,18,no
583,71,21,no
971,83,63,no
7634,23,69,no
4486,64,20,no
6064,75,56,no
1816,29,26,no
8898,32,63,no
4463,88,33,no
8272,87,44,no
157,86,90,no
9107,63,59,no
6151,70,27,no
8023,59,59,no
2298,28,27,no
6333,44,27,no
5960,1,15,no
153,55,25,no
4713,64,32,no
6889,67,79,no
3589,58,34,no
9961,47,4,no
2497,92,11,no
4083,23,67,no
8156,77,78,no
7683,32,1,no
1591,28,16,no
9191,41,76,no
6755,16,16,no
6937,31,89,no
1983,3,99,no
2856,41,16,no
261,2,11,no
8714,56,21,no
1733,2,92,no
2080,55,38,no
2725,76,77,no
8697,12,4,no
1965,15,47,no
5782,60,91,no
2588,53,59,no
519,87,41,no
9769,88,48,no
7257,41,51,no
4603,3,73,no
2778,6,49,no
8093,5,55,no
1699,83,2,no
9274,82,28,no
3204,69,76,no
8483,25,34,no
5761,34,55,no
2894,84,52,no
1745,46,22,no
7837,59,79,no
9789,82,26,no
2146,40,42,no
3235,95,7,no
2646,90,58,no
6630,22,29,no
6848,81,95,no
3381,51,8,no
8607,29,48,no
5381,72,83,no
8083,70,42,no
252,2,11,no
9878,95,57,no
7057,47,52,no
185,35,19,no
7086,54,61,no
3538,66,12,no
6272,11,94,no
1937,7,61,no
1217,12,66,no
8819,73,27,no
8896,74,94,no
3400,70,88,no
5847,50,78,no
1796,60,19,no
9457,22,62,no
6529,71,84,no
8344,94,9,no
6206,21,15,no
4076,4,80,no
5100,65,31,no
2127,82,37,no
4767,21,79,no
7558,86,88,no
3686,47,45,no
4593,17,91,no
9211,62,77,no
1304,21,73,no
5675,32,77,no
4845,86,39,no
7985,29,11,no
6287,82,4,no
7787,92,57,no
1299,19,93,no
4982,18,55,no
5501,6,0,no
853,51,4,no
9718,9,19,no
8727,29,39,no
6125,24,37,no
345,78,0,no
1594,38,78,no
7939,59,33,no
1567,30,33,no
3867,72,83,no
6011,80,20,no
8506,28,83,no
8114,40,91,no
8436,18,23,no
4605,44,41,no
577,11,50,no
8993,44,91,no
3910,35,8,no
9581,81,12,no
560,60,64,no
3930,1,38,no
9701,98,27,no
3579,9,47,no
1027,91,82,no
2493,72,2,no
1947,74,48,no
4890,51,15,no
943,63,53,no
8808,21,23,no
8273,37,66,no
371,8,79,no
5917,75,99,no
9907,5,34,no
6592,2,14,no
5598,54,1,no
9535,7,79,no
1782,5,60,no
5339,64,49,no
4161,79,48,no
8699,40,19,no
2009,53,48,no
2736,88,46,no
8562,61,12,no
5140,20,75,no
9116,93,35,no
1833,82,82,no
8866,87,87,no
3626,35,28,no
3012,40,15,no
6976,9,73,no
9844,61,33,no
2132,51,25,no
1563,47,83,no
3811,43,38,no
7604,40,75,no
9288,76,90,no
6860,59,97,no
6393,37,33,no
861,76,26,no
6912,11,78,no
6595,93,52,no
2742,59,71,no
5879,88,91,no
6783,31,18,no
278,19,19,no
7989,9,5,no
4280,1,64,no
8687,14,62,no
7520,15,86,no
7012,10,91,no
3208,5,81,no
3801,0,82,no
4667,66,63,no
5378,93,12,no
2549,96,3,no
3195,75,84,no
9203,12,1,no
4182,0,11,no
4050,63,2,no
8065,70,35,no
9692,31,13,no
1566,30,33,no
6090,47,55,no
6851,22,34,no
6337,90,11,no
493,36,19,no
4525,11,20,no
3216,31,23,no
5837,77,55,no
9221,25,91,no
5886,70,82,no
5173,99,35,no
9597,64,14,no
8301,73,87,no
3474,22,35,no
3608,84,77,no
1474,16,31,no
8109,68,15,no
9014,12,98,no
9589,6,67,no
4457,65,43,no
4823,33,34,no
6956,30,4,no
1612,23,33,no
6666,6,64,no
1894,26,63,no
9346,10,34,no
5043,0,41,no
6781,20,39,no
6321,9,72,no
8183,14,31,no
9531,32,68,no
664,47,94,no
5338,71,40,no
3906,38,72,no
3693,2,40,no
8072,53,52,no
3044,27,76,no
7614,61,89,no
6484,38,41,no
9365,29,62,no
9834,82,90,no
718,64,18,no
2775,96,21,no
8540,5,41,no
6168,78,40,no
9219,23,92,no
2515,12,11,no
5413,91,4,no
8978,13,70,no
2079,13,25,no
4588,81,77,no
4015,47,23,no
8733,15,67,no
2075,86,35,no
8158,14,71,no
9025,52,54,no
6196,61,94,no
624,38,31,no
4793,41,8,no
8581,37,67,no
5908,62,28,no
1536,70,22,no
3334,82,98,no
3302,59,2,no
4461,99,39,no
3485,92,12,no
4166,5,32,no
8741,96,46,no
2232,34,7,no
2029,75,88,no
616,49,4,no
4738,31,10,no
8932,83,69,no
5947,28,80,no
9635,6,99,no
7029,6,39,no
8571,56,50,no
5585,51,57,no
2531,88,26,no
4997,51,49,no
8231,20,31,no
5126,90,66,no
7235,49,42,no
7674,87,74,no
5376,17,43,no
3512,33,22,no
4635,74,74,no
209,58,92,no
2594,29,45,no
3315,3,42,no
6094,72,69,no
3120,36,58,no
8199,68,39,no
3394,96,49,no
5748,69,16,no
1070,24,82,no
424,76,10,no
8959,61,74,no
5172,62,64,no
6487,54,23,no
4799,64,89,no
2116,90,32,no
1669,24,84,no
2640,69,60,no
2381,88,11,no
3813,22,75,no
2570,99,18,no
5105,88,50,no
1340,1,97,no
1847,49,29,no
1652,4,6,no
6684,73,69,no
4281,92,11,no
2595,86,1,no
8836,35,87,no
8192,18,92,no
1803,71,54,no
3275,76,99,no
6489,67,19,no
2109,11,38,no
1980,18,88,no
8438,55,48,no
2548,88,9,no
8457,68,21,no
708,25,67,no
9163,40,5,no
8252,51,7,no
9492,9,43,no
5461,57,81,no
989,11,30,no
7570,19,90,no
2773,12,23,no
7566,85,60,no
4596,27,26,no
4556,85,61,no
5786,16,38,no
5152,25,88,no
6977,93,41,no
8247,40,46,no
5031,95,18,no
4762,13,81,no
3401,60,63,no
2790,14,28,no
2797,17,65,no
5287,63,53,no
505,53,21,no
575,27,52,no
1509,44,93,no
5288,94,33,no
6031,18,53,no
409,41,80,no
9661,24,62,no
9843,12,19,no
234,31,24,no
2504,21,13,no
7972,69,54,no
7147,1,92,no
9017,88,12,no
9564,16,9,no
2359,43,13,no
5390,75,45,no
3755,73,76,no
6000,11,32,no
4503,22,59,no
5441,50,0,no
2089,44,87,no
1200,36,5,no
2106,29,51,no
5814,85,36,no
1883,43,80,no
7336,47,31,no
8120,38,84,no
2967,13,37,no
4848,47,49,no
8929,74,11,no
8720,25,28,no
1748,93,95,no
7368,28,1,no
5113,62,16,no
9227,98,39,no
6839,65,80,no
8503,3,96,no
9074,56,75,no
2841,26,73,no
5854,71,41,no
722,22,92,no
4999,16,52,no
8657,87,46,no
5509,3,69,no
3100,10,90,no
6066,51,45,no
3265,3,19,no
2666,68,49,no
1620,41,53,no
8101,79,84,no
9858,62,24,no
6338,68,33,no
2091,86,61,no
2928,75,32,no
395,86,24,no
5885,75,77,no
5531,24,76,no
3165,90,49,no
7935,28,83,no
984,92,4,no
2336,45,75,no
2989,12,82,no
3902,44,13,no
6990,58,30,no
5898,87,59,no
4077,28,25,no
3332,62,67,no
1076,11,20,no
202,58,84,no
979,28,55,no
3820,86,50,no
5962,35,29,no
970,61,20,no
3109,74,51,no
594,80,22,no
5619,30,50,no
5987,7,91,no
1382,16,12,no
740,73,53,no
6617,25,23,no
7803,2,2,no
1554,9,21,no
2524,50,50,no
7474,38,98,no
9545,69,73,no
98,70,11,no
4988,84,10,no
8011,45,86,no
8097,12,55,no
5601,81,88,no
93,72,55,no
3583,36,91,no
3997,46,41,no
4023,15,47,no
5723,79,83,no
8790,20,13,no
9197,36,49,no
4362,65,75,no
774,8,54,no
3741,55,7,no
5918,13,32,no
2788,70,96,no
1112,30,9,no
8316,81,33,no
2185,50,97,no
8094,17,84,no
6050,7,23,no
7216,2,25,no
1769,20,69,no
7662,2,25,no
9293,70,82,no
3598,82,84,no
9278,35,68,no
5937,62,19,no
4108,41,47,no
4288,65,74,no
47,51,11,no
3947,69,9,no
5404,38,11,no
3764,36,36,no
9282,92,10,no
4952,98,54,no
579,28,58,no
466,30,42,no
7950,82,89,no
4700,70,56,no
4124,80,46,no
8685,85,33,no
4543,26,49,no
6916,79,86,no
3541,17,80,no
7934,7,69,no
6516,41,99,no
430,34,49,no
9291,7,16,no
9890,11,83,no
8295,38,56,no
216,75,85,no
3150,13,11,no
7452,75,86,no
1528,45,32,no
6824,27,76,no
2878,23,32,no
1016,98,38,no
4536,30,31,no
2730,73,44,no
5380,59,24,no
6081,31,33,no
3691,96,82,no
1764,81,33,no
6969,43,18,no
3972,72,79,no
5214,27,57,no
3121,92,66,no
2219,18,37,no
5240,10,5,no
8188,93,38,no
1273,41,41,no
5654,49,74,no
8845,59,24,no
799,90,50,no
8755,98,95,no
5416,99,96,no
9817,28,74,no
5735,24,33,no
5255,33,63,no
9068,82,36,no
5635,17,53,no
9111,18,10,no
177,12,75,no
7666,99,15,no
4470,86,69,no
6282,40,48,no
6881,85,80,no
6474,58,29,no
4123,1,31,no
3070,15,32,no
9511,79,68,no
5291,69,38,no
6845,31,16,no
3114,55,34,no
6721,8,62,no
6344,25,30,no
9335,64,42,no
7240,9,36,no
7159,22,53,no
3464,81,45,no
1505,6,29,no
4935,43,20,no
608,8,10,no
9809,26,13,no
9132,57,54,no
4643,24,10,no
2402,19,33,no
2516,87,68,no
3646,8,82,no
4714,0,45,no
956,64,14,no
2915,32,16,no
4096,88,15,no
3510,61,71,no
8190,85,86,no
4253,77,34,no
2836,11,30,no
8586,37,70,no
5511,78,71,no
2168,85,87,no
3866,9,33,no
1768,12,94,no
317,9,31,no
4240,20,33,no
3418,25,40,no
7709,61,2,no
5609,0,50,no
3227,53,1,no
6749,87,37,no
8200,60,27,no
9702,1,26,no
7180,74,85,no
6359,27,19,no
1829,69,94,no
7231,22,94,no
7358,61,62,no
1558,25,80,no
5409,72,1,no
3973,89,69,no
4227,62,34,no
9502,8,14,no
1732,5,26,no
5989,90,32,no
7829,95,45,no
7996,40,34,no
7244,26,22,no
3377,65,98,no
6875,64,31,no
246,94,61,no
9825,32,39,no
7545,32,96,no
7110,86,39,no
6238,18,78,no
7940,19,81,no
2904,45,58,no
4550,75,82,no
7830,56,48,no
1787,34,95,no
5201,73,97,no
5716,95,79,no
5506,92,5,no
4555,88,23,no
3662,24,91,no
6436,35,68,no
3776,83,3,no
7807,45,14,no
2430,62,21,no
5667,8,80,no
3292,34,55,no
567,72,74,no
4159,82,72,no
4263,9,22,no
5429,1,1,no
4899,25,38,no
1187,2,61,no
9067,54,0,no
9721,34,39,no
6470,22,16,no
7833,71,97,no
1893,89,79,no
3187,26,97,no
5321,78,79,no
156,52,60,no
8412,21,19,no
8763,90,62,no
8073,72,0,no
9855,29,25,no
3065,40,3,no
1890,4,82,no
859,78,20,no
6740,79,17,no
1201,86,22,no
7161,24,52,no
2895,14,34,no
6648,19,46,no
3402,16,88,no
8143,9,62,no
6008,30,91,no
9065,80,92,no
4211,15,23,no
1003,36,89,no
4111,2,92,no
8980,20,65,no
1776,56,81,no
3967,22,11,no
2847,47,19,no
2037,2,83,no
8511,86,85,no
6733,6,2,no
4704,29,63,no
7704,76,2,no
1389,43,18,no
4172,71,77,no
3080,48,39,no
5430,11,90,no
5718,34,35,no
3104,5,43,no
7534,30,48,no
4656,25,67,no
6009,47,51,no
9403,56,52,no
9441,60,59,no
5580,28,61,no
1168,51,88,no
6876,17,30,no
9875,47,12,no
5660,26,60,no
6887,33,42,no
4268,4,90,no
8178,3,83,no
8360,76,64,no
4393,64,72,no
2242,90,0,no
1162,91,9,no
219,78,91,no
1809,67,46,no
8889,26,78,no
1828,2,67,no
1526,69,91,no
3999,70,12,no
2274,72,31,no
8174,99,91,no
2033,65,87,no
7835,93,72,no
8279,29,50,no
7287,44,40,no
6153,0,60,no
6720,72,4,no
5396,74,89,no
8943,11,6,no
8331,23,31,no
6104,6,0,no
1219,61,91,no
8494,28,21,no
5687,85,76,no
8517,42,14,no
4084,4,2,no
9199,23,53,no
3079,24,94,no
9484,10,85,no
7911,59,13,no
8032,53,77,no
8167,47,22,no
7049,99,55,no
4812,94,9,no
2098,95,23,no
8466,7,22,no
8123,92,1,no
6007,10,57,no
7339,60,76,no
7397,72,90,no
8739,96,4,no
8678,4,65,no
5263,14,38,no
7655,43,64,no
1252,22,60,no
7202,1,28,no
6310,41,27,no
1681,75,48,no
6739,28,29,no
1293,4,26,no
995,79,57,no
975,68,83,no
9632,30,83,no
9383,62,3,no
3548,57,63,no
2468,24,40,no
8621,98,62,no
4170,48,99,no
9945,62,37,no
7851,50,41,no
7383,15,89,no
600,2,62,no
7332,67,86,no
8738,71,36,no
2081,57,37,no
6946,73,82,no
1259,0,90,no
869,52,99,no
8259,57,2,no
293,55,66,no
2250,57,89,no
1610,96,68,no
49,77,92,no
7667,97,32,no
6137,82,65,no
6400,90,13,no
2662,70,21,no
2449,59,56,no
1839,44,75,no
2226,67,29,no
1367,7,87,no
7446,2,24,no
7575,25,56,no
7395,37,64,no
6934,72,65,no
1812,7,70,no
2596,74,53,no
5570,93,23,no
2065,0,37,no
5403,30,37,no
332,46,22,no
851,53,93,no
7360,27,43,no
477,24,81,no
375,2,1,no
3565,83,17,no
9636,45,67,no
2417,37,70,no
754,57,88,no
4514,7,83,no
5363,61,25,no
2290,9,29,no
5328,88,75,no
5310,11,58,no
5044,91,73,no
5057,68,50,no
835,4,16,no
420,12,38,no
9796,23,46,no
3975,50,51,no
2649,28,45,no
7459,81,10,no
1520,9,3,no
1757,82,41,no
3087,93,47,no
8495,36,54,no
8347,65,19,no
2533,60,95,no
4009,4,39,no
2922,95,90,no
7355,90,54,no
410,46,2,no
6858,86,37,no
6061,83,35,no
3357,71,14,no
1806,42,14,no
2854,69,90,no
6277,1,34,no
6115,44,21,no
7106,54,53,no
4843,6,53,no
240,32,42,no
5822,3,94,no
6405,63,60,no
5492,20,33,no
4132,1,75,no
4996,38,27,no
3634,38,56,no
6058,10,54,no
3448,21,77,no
87,76,83,no
4087,32,98,no
7420,53,44,no
3518,89,58,no
4460,96,37,no
7955,25,64,no
3170,65,19,no
7089,51,29,no
413,48,54,no
4103,45,39,no
5497,0,45,no
8341,58,60,no
5845,98,30,no
6453,27,41,no
5458,0,50,no
3944,72,9,no
7656,35,32,no
3413,92,10,no
8353,91,15,no
8541,0,29,no
7422,24,69,no
8435,26,0,no
8040,83,10,no
4474,41,59,no
2623,42,48,no
3003,35,41,no
2203,51,89,no
5540,21,37,no
7839,68,48,no
874,69,74,no
8322,36,58,no
2791,33,29,no
1573,81,75,no
957,31,12,no
6328,77,17,no
8904,52,4,no
9015,24,69,no
6814,94,33,no
1068,31,40,no
6140,20,69,no
6985,1,18,no
5006,98,99,no
69,92,77,no
8967,29,85,no
9300,89,22,no
5696,9,39,no
7379,13,83,no
2314,16,46,no
5823,33,65,no
140,47,70,no
9298,84,60,no
2463,58,43,no
4798,83,82,no
152,30,90,no
1763,38,81,no
7356,94,30,no
4184,85,1,no
7809,86,25,no
6840,59,16,no
6035,74,67,no
6028,25,8,no
7523,39,82,no
8136,8,98,no
9780,58,6,no
3351,15,52,no
2996,47,74,no
6982,45,16,no
8526,39,62,no
9990,35,45,no
4601,63,97,no
741,7,42,no
301,88,47,no
2390,51,83,no
2289,86,59,no
5242,69,31,no
7461,10,82,no
2350,6,66,no
8250,52,31,no
6161,74,5,no
5011,97,67,no
4651,92,88,no
6864,80,20,no
7907,25,64,no
5233,13,42,no
765,24,82,no
4546,18,47,no
9005,55,3,no
1370,88,41,no
1315,74,91,no
5364,63,80,no
4866,80,31,no
5915,1,14,no
8596,95,2,no
4538,83,43,no
9499,73,9,no
6191,1,27,no
3932,88,17,no
7371,13,38,no
8988,45,12,no
2099,88,89,no
3298,77,51,no
3005,64,69,no
3460,28,3,no
6711,94,20,no
2859,98,20,no
464,66,54,no
2823,20,80,no
8642,85,26,no
5641,16,77,no
2331,10,74,no
5914,22,41,no
498,28,47,no
3272,39,43,no
2193,6,32,no
3214,18,39,no
5062,4,42,no
3805,53,51,no
8514,96,38,no
3603,81,4,no
5974,23,24,no
5597,45,94,no
8115,6,50,no
1910,48,52,no
1413,64,94,no
4773,29,70,no
4611,90,50,no
8335,97,3,no
350,42,9,no
8460,79,12,no
5250,92,59,no
1101,22,38,no
2952,57,85,no
6419,62,92,no
3836,15,51,no
4521,27,19,no
4266,28,57,no
5111,52,83,no
3529,49,8,no
3996,3,47,no
8147,64,93,no
5572,5,93,no
2119,70,83,no
8031,14,55,no
7516,17,96,no
351,26,95,no
3217,83,38,no
6566,17,56,no
3007,53,48,no
716,41,64,no
3922,13,96,no
5788,47,96,no
1047,61,18,no
1492,61,41,no
2527,62,32,no
7728,26,74,no
7682,18,77,no
7044,56,86,no
8964,54,54,no
4567,84,43,no
8834,63,11,no
1538,32,79,no
3279,56,16,no
331,53,8,no
2726,96,4,no
4775,45,89,no
2455,39,88,no
2563,28,66,no
759,57,61,no
9124,35,52,no
9913,20,36,no
5983,55,86,no
1805,95,40,no
6930,71,30,no
4518,35,97,no
1977,21,92,no
5758,31,38,no
6622,67,12,no
1754,26,75,no
2699,53,85,no
7112,62,49,no
6324,80,71,no
5215,49,20,no
6820,51,44,no
9052,17,64,no
6693,58,79,no
3744,70,61,no
7359,53,23,no
5725,30,5,no
8515,79,11,no
7804,57,6,no
6898,63,31,no
50,6,2,no
8969,32,92,no
4277,74,19,no
3431,70,94,no
9393,97,64,no
2227,16,49,no
5115,83,79,no
6262,16,56,no
7921,22,56,no
5316,39,26,no
734,75,81,no
4094,85,26,no
8951,15,55,no
5928,52,75,no
4984,63,28,no
5411,57,15,no
7324,25,55,no
8312,76,4,no
3483,4,66,no
999,40,23,no
1264,43,77,no
1720,59,69,no
7119,17,35,no
8934,41,59,no
7591,78,71,no
9563,36,51,no
5307,38,86,no
8534,82,85,no
3670,79,64,no
33,21,29,no
6842,84,18,no
2247,71,55,no
9126,91,57,no
9287,76,68,no
685,72,91,no
5438,40,33,no
2525,56,54,no
2625,57,77,no
5444,82,78,no
1545,35,32,no
6325,18,23,no
839,68,21,no
7510,30,24,no
5651,35,12,no
8164,68,43,no
5357,34,7,no
2241,41,10,no
8429,2,55,no
3625,19,56,no
15,90,87,no
9496,30,13,no
3031,43,64,no
2481,90,42,no
7668,57,39,no
650,38,73,no
4583,35,4,no
2335,95,46,no
1263,80,42,no
465,78,5,no
5986,19,42,no
7731,33,96,no
4230,21,74,no
2351,44,43,no
227,85,37,no
1351,53,96,no
7282,76,59,no
1457,87,84,no
7855,88,89,no
8919,95,0,no
7822,69,71,no
223,20,18,no
4258,68,84,no
4302,2,0,no
7320,9,62,no
6211,35,96,no
6850,61,1,no
354,89,46,no
2069,37,75,no
3033,63,55,no
8961,24,36,no
9521,55,22,no
499,76,9,no
5809,96,60,no
3042,62,83,no
2631,21,53,no
8750,1,50,no
5733,72,85,no
8646,23,60,no
2979,61,94,no
7732,50,14,no
1846,36,29,no
7025,32,47,no
3793,88,9,no
2067,21,84,no
8693,94,24,no
5904,69,72,no
8829,39,97,no
9062,77,39,no
4947,50,68,no
2796,73,48,no
3137,61,3,no
23,30,99,no
8294,6,18,no
8716,36,70,no
1087,67,89,no
150,85,64,no
7897,30,97,no
9637,64,82,no
5711,34,54,no
3870,45,64,no
8913,34,74,no
3515,62,76,no
9751,25,75,no
3528,53,78,no
3049,24,37,no
5648,55,52,no
4507,10,58,no
2690,95,64,no
9767,37,96,no
8323,14,29,no
4064,38,93,no
5025,49,6,no
665,42,3,no
8110,63,37,no
2739,45,11,no
8051,43,30,no
7237,94,60,no
1183,30,89,no
2140,2,55,no
4109,8,0,no
9464,35,30,no
2833,58,12,no
4033,97,59,no
3721,7,83,no
3133,61,7,no
4018,22,31,no
5480,51,77,no
3734,79,95,no
1609,21,80,no
4224,23,79,no
6244,85,34,no
330,72,87,no
7879,10,20,no
2114,13,60,no
9967,25,58,no
4078,32,9,no
8240,16,72,no
3259,72,96,no
6633,55,42,no
7109,22,19,no
817,9,53,no
9138,75,58,no
3435,82,11,no
6668,0,45,no
4499,98,17,no
892,34,7,no
8185,29,42,no
9338,36,1,no
5433,58,48,no
525,23,96,no
6957,50,87,no
3228,14,67,no
5743,47,69,no
4482,63,60,no
9026,19,79,no
5656,85,51,no
7756,68,26,no
6812,34,87,no
1589,68,38,no
9982,28,24,no
2064,48,61,no
3985,91,54,no
981,39,48,no
6865,69,1,no
3291,55,44,no
9101,57,74,no
5565,44,4,no
1511,65,85,no
3520,38,38,no
6411,23,40,no
7439,51,31,no
5468,0,21,no
7073,24,21,no
9969,58,61,no
3097,48,58,no
2694,56,87,no
8873,22,21,no
2413,12,72,no
4675,79,86,no
3090,66,5,no
3958,44,43,no
3850,51,32,no
2812,4,81,no
2135,24,75,no
2620,59,87,no
4531,12,36,no
