id,x,y
4140,54,3
4141,75,90
4142,92,45
4143,62,55
4144,38,68
4145,40,80
4146,23,23
4147,50,81
4148,33,43
4149,55,44
4150,42,19
4151,74,53
4152,5,8
4153,52,52
4154,82,97
4155,79,15
4156,69,62
4157,15,72
4158,48,57
4159,78,26
4160,70,99
4161,97,25
4162,85,56
4163,27,34
4164,46,76
4165,91,89
4166,31,60
4167,51,48
4168,11,55
4169,96,22
4170,87,35
4171,80,98
4172,4,77
4173,64,9
4174,68,15
4175,14,42
4176,89,51
4177,28,39
4178,29,14
4179,73,14
4180,63,57
4181,58,57
4182,81,52
4183,24,20
4184,74,40
4185,8,82
4186,38,72
4187,74,54
4188,96,3
4189,53,14
4190,61,51
4191,66,16
4192,36,67
4193,30,57
4194,85,74
4195,69,10
4196,53,81
4197,42,51
4198,85,70
4199,87,71
4200,49,4
4201,52,95
4202,93,35
4203,34,47
4204,56,40
4205,85,42
4206,70,52
4207,4,11
4208,14,70
4209,87,12
4210,17,37
4211,25,47
4212,13,17
4213,53,28
4214,21,2
4215,61,6
4216,12,57
4217,96,3
4218,42,0
4219,36,45
4220,33,91
4221,46,90
4222,29,10
4223,36,59
4224,38,58
4225,79,28
4226,14,70
4227,72,56
4228,54,48
4229,59,79
4230,7,61
4231,8,14
4232,48,5
4233,56,42
4234,82,87
4235,14,62
4236,80,75
4237,33,86
4238,25,70
4239,61,97
4240,5,33
4241,26,53
4242,21,94
4243,75,26
4244,19,10
4245,27,73
4246,74,49
4247,63,15
4248,10,91
4249,23,40
4250,80,52
4251,28,49
4252,10,51
4253,43,3
4254,75,52
4255,2,32
4256,45,95
4257,40,85
4258,50,88
4259,91,38
4260,34,22
4261,64,47
4262,97,35
4263,36,63
4264,98,36
4265,47,50
4266,86,34
4267,23,95
4268,75,12
4269,67,53
4270,25,5
4271,16,4
4272,14,29
4273,29,86
4274,19,66
4275,94,97
4276,14,52
4277,80,20
4278,31,90
4279,81,67
4280,47,12
4281,70,93
4282,35,2
4283,98,26
4284,15,80
4285,82,38
4286,50,47
4287,51,28
4288,35,64
4289,88,79
4290,65,31
4291,21,60
4292,72,91
4293,54,44
4294,84,47
4295,20,1
4296,33,26
4297,47,87
4298,2,52
4299,23,28
4300,36,95
4301,40,30
4302,56,36
4303,52,81
4304,16,6
4305,83,7
4306,36,14
4307,2,60
4308,27,52
4309,93,99
4310,73,28
4311,92,55
4312,68,62
4313,57,73
4314,80,10
4315,11,26
4316,76,17
4317,55,33
4318,9,6
4319,49,26
4320,62,47
4321,13,27
4322,35,17
4323,40,20
4324,36,66
4325,19,88
4326,40,49
4327,18,34
4328,17,28
4329,47,99
4330,30,95
4331,44,66
4332,97,43
4333,60,83
4334,44,21
4335,9,93
4336,1,77
4337,94,44
4338,45,39
4339,69,11
4340,76,54
4341,81,11
4342,95,70
4343,16,20
4344,5,97
4345,65,5
4346,95,43
4347,47,98
4348,94,16
4349,16,61
4350,98,79
4351,33,66
4352,35,95
4353,80,53
4354,34,94
4355,64,37
4356,22,53
4357,97,74
4358,0,85
4359,30,95
4360,18,19
4361,98,58
4362,57,72
4363,61,35
4364,70,76
4365,73,13
4366,48,62
4367,3,60
4368,85,92
4369,84,7
4370,72,71
4371,96,54
4372,29,27
4373,42,96
4374,81,39
4375,44,58
4376,70,63
4377,51,76
4378,81,72
4379,46,40
4380,71,44
4381,0,67
4382,49,81
4383,20,17
4384,43,82
4385,80,4
4386,31,52
4387,87,79
4388,93,93
4389,50,31
4390,58,65
4391,46,10
4392,14,40
4393,45,27
4394,7,73
4395,10,26
4396,88,90
4397,99,80
4398,26,45
4399,50,74
4400,84,19
4401,0,55
4402,13,19
4403,13,8
4404,68,57
4405,67,15
4406,18,49
4407,2,10
4408,61,20
4409,50,68
4410,45,56
4411,27,37
4412,99,80
4413,47,55
4414,41,30
4415,76,39
4416,26,13
4417,22,69
4418,64,69
4419,15,63
4420,72,3
4421,51,23
4422,56,60
4423,40,78
4424,78,78
4425,53,29
4426,74,60
4427,21,67
4428,38,79
4429,61,16
4430,43,83
4431,69,81
4432,3,24
4433,81,41
4434,12,71
4435,52,83
4436,63,13
4437,9,33
4438,34,2
4439,37,68
4440,16,95
4441,60,19
4442,60,28
4443,95,81
4444,34,8
4445,65,74
4446,98,36
4447,88,6
4448,82,39
4449,92,18
4450,37,97
4451,32,93
4452,34,95
4453,2,17
4454,71,41
4455,25,79
4456,64,16
4457,61,91
4458,1,78
4459,47,78
4460,59,0
4461,17,89
4462,28,43
4463,69,70
4464,87,97
4465,73,91
4466,44,16
4467,75,28
4468,60,87
4469,87,59
4470,90,88
4471,62,0
4472,76,17
4473,30,64
4474,56,50
4475,72,31
4476,58,6
4477,19,64
4478,22,58
4479,18,79
4480,79,82
4481,39,75
4482,20,17
4483,18,83
4484,69,59
4485,47,56
4486,17,44
4487,63,14
4488,77,54
4489,73,59
4490,81,18
4491,33,33
4492,9,30
4493,56,93
4494,59,81
4495,27,70
4496,69,57
4497,7,60
4498,36,40
4499,22,65
4500,39,49
4501,37,89
4502,90,79
4503,86,72
4504,7,35
4505,90,36
4506,25,67
4507,45,50
4508,56,16
4509,36,67
4510,83,74
4511,39,70
4512,46,24
4513,71,59
4514,37,69
4515,43,94
4516,86,13
4517,95,72
4518,31,13
4519,10,17
4520,43,73
4521,4,51
4522,40,77
4523,56,26
4524,37,63
4525,28,71
4526,8,12
4527,26,81
4528,23,72
4529,76,1
4530,51,57
4531,19,12
4532,61,60
4533,81,59
4534,71,88
4535,9,86
4536,68,94
4537,66,73
4538,41,14
4539,13,95
4540,75,2
4541,60,97
4542,27,86
4543,59,63
4544,75,99
4545,25,3
4546,55,31
4547,11,70
4548,28,91
4549,80,84
4550,73,24
4551,89,7
4552,14,16
4553,74,42
4554,70,20
4555,96,72
4556,43,53
4557,43,22
4558,96,13
4559,74,53
4560,52,32
4561,20,93
4562,32,50
4563,31,60
4564,45,65
4565,88,78
4566,85,43
4567,0,75
4568,74,72
4569,26,31
4570,27,88
4571,23,81
4572,72,91
4573,21,19
4574,12,20
4575,43,31
4576,6,5
4577,82,39
4578,18,11
4579,24,12
4580,60,66
4581,33,16
4582,87,67
4583,18,62
4584,10,77
4585,86,78
4586,92,69
4587,52,72
4588,11,38
4589,90,26
4590,21,29
4591,60,95
4592,79,12
4593,38,13
4594,54,4
4595,14,32
4596,64,61
4597,21,55
4598,82,94
4599,18,7
4600,72,57
4601,76,87
4602,71,49
4603,40,38
4604,71,64
4605,12,16
4606,5,12
4607,58,59
4608,30,4
4609,26,63
4610,91,28
4611,72,31
4612,50,48
4613,94,98
4614,38,35
4615,94,67
4616,86,82
4617,48,54
4618,8,53
4619,66,7
4620,42,52
4621,29,33
4622,67,82
4623,34,92
4624,73,40
4625,97,1
4626,82,75
4627,28,24
4628,4,67
4629,99,98
4630,70,67
4631,34,80
4632,84,59
4633,75,27
4634,34,11
4635,85,60
4636,80,85
4637,24,69
4638,90,58
4639,46,65
4640,80,80
4641,29,90
4642,50,7
4643,79,90
4644,87,40
4645,92,72
4646,59,45
4647,62,73
4648,63,96
4649,20,54
4650,47,36
4651,78,62
4652,32,42
4653,91,32
4654,5,1
4655,85,75
4656,90,38
4657,88,37
4658,96,40
4659,47,55
4660,60,55
4661,51,35
4662,42,79
4663,86,12
4664,37,59
4665,72,69
4666,4,56
4667,80,64
4668,68,93
4669,4,2
4670,99,18
4671,80,51
4672,54,36
4673,77,74
4674,63,10
4675,71,95
4676,85,92
4677,93,24
4678,54,18
4679,0,50
4680,4,0
4681,99,18
4682,60,56
4683,72,42
4684,75,78
4685,34,48
4686,6,0
4687,65,44
4688,20,57
4689,21,80
4690,65,81
4691,72,45
4692,87,99
4693,74,5
4694,79,54
4695,79,63
4696,7,67
4697,4,88
4698,2,10
4699,68,20
4700,29,36
4701,41,77
4702,87,55
4703,43,35
4704,95,28
4705,11,95
4706,0,34
4707,72,14
4708,13,45
4709,9,87
4710,46,75
4711,25,37
4712,36,38
4713,57,0
4714,61,39
4715,89,10
4716,90,9
4717,78,95
4718,52,38
4719,92,66
4720,36,8
4721,19,64
4722,37,41
4723,83,57
4724,28,76
4725,47,99
4726,8,32
4727,90,67
4728,38,3
4729,87,39
4730,54,66
4731,81,17
4732,76,70
4733,26,47
4734,87,38
4735,41,57
4736,26,0
4737,12,67
4738,70,48
4739,9,22
4740,49,72
4741,29,81
4742,35,93
4743,4,41
4744,69,95
4745,85,42
4746,53,26
4747,26,12
4748,33,44
4749,25,47
4750,3,83
4751,41,1
4752,56,55
4753,53,82
4754,70,64
4755,88,3
4756,96,8
4757,4,38
4758,22,76
4759,16,52
4760,95,60
4761,69,42
4762,96,97
4763,86,15
4764,90,3
4765,64,45
4766,36,21
4767,46,44
4768,91,87
4769,75,1
4770,42,80
4771,73,8
4772,68,77
4773,68,47
4774,99,29
4775,30,31
4776,17,60
4777,89,0
4778,55,61
4779,97,23
4780,43,11
4781,47,28
4782,24,36
4783,8,44
4784,6,96
4785,8,77
4786,9,70
4787,39,38
4788,70,79
4789,1,95
4790,79,80
4791,35,39
4792,11,70
4793,73,96
4794,52,36
4795,55,26
4796,92,48
4797,37,67
4798,89,26
4799,50,22
4800,84,21
4801,8,15
4802,21,14
4803,22,62
4804,17,46
4805,94,41
4806,97,53
4807,19,51
4808,80,58
4809,0,98
4810,60,32
4811,40,63
4812,15,71
4813,9,89
4814,91,17
4815,84,74
4816,8,56
4817,97,66
4818,66,29
4819,67,77
4820,65,60
4821,10,12
4822,98,72
4823,56,0
4824,1,29
4825,66,43
4826,0,59
4827,5,40
4828,64,29
4829,8,23
4830,69,19
4831,61,8
4832,58,86
4833,84,21
4834,7,45
4835,27,25
4836,36,18
4837,75,95
4838,78,21
4839,32,28
4840,65,90
4841,66,12
4842,81,75
4843,23,21
4844,76,78
4845,22,98
4846,56,63
4847,9,38
4848,51,33
4849,93,46
4850,61,43
4851,9,93
4852,3,71
4853,62,75
4854,35,81
4855,28,72
4856,74,15
4857,49,59
4858,64,2
4859,0,99
4860,10,93
4861,12,37
4862,57,80
4863,58,37
4864,24,83
4865,45,84
4866,30,66
4867,78,41
4868,26,33
4869,99,49
4870,65,87
4871,99,68
4872,58,46
4873,19,99
4874,2,19
4875,13,94
4876,6,5
4877,38,8
4878,30,40
4879,45,2
4880,64,80
4881,75,10
4882,15,9
4883,97,45
4884,39,85
4885,75,20
4886,3,16
4887,47,42
4888,28,69
4889,71,55
4890,54,93
4891,90,43
4892,80,36
4893,45,24
4894,80,21
4895,53,22
4896,19,65
4897,76,45
4898,60,79
4899,35,40
4900,36,34
4901,85,74
4902,54,57
4903,65,47
4904,11,77
4905,99,0
4906,29,80
4907,73,35
4908,46,13
4909,24,81
4910,79,44
4911,24,34
4912,78,47
4913,5,42
4914,3,79
4915,68,73
4916,8,90
4917,28,8
4918,55,84
4919,24,6
4920,71,99
4921,31,87
4922,78,84
4923,85,83
4924,54,28
4925,47,9
4926,9,57
4927,90,79
4928,40,1
4929,95,81
4930,8,3
4931,0,39
4932,12,29
4933,90,56
4934,76,87
4935,10,16
4936,10,84
4937,60,25
4938,55,93
4939,76,95
4940,78,6
4941,37,85
4942,36,71
4943,70,65
4944,43,83
4945,72,62
4946,39,55
4947,16,92
4948,39,29
4949,60,14
4950,88,37
4951,98,91
4952,98,85
4953,76,20
4954,42,40
4955,47,28
4956,88,39
4957,7,5
4958,16,83
4959,1,23
4960,29,89
4961,52,95
4962,85,43
4963,38,53
4964,25,11
4965,74,0
4966,50,33
4967,31,1
4968,38,10
4969,38,64
4970,26,73
4971,20,37
4972,0,27
4973,65,96
4974,61,23
4975,15,12
4976,87,57
4977,8,20
4978,19,75
4979,26,51
4980,65,83
4981,66,84
4982,37,48
4983,57,23
4984,60,27
4985,10,47
4986,91,98
4987,63,96
4988,44,97
4989,73,51
4990,81,80
4991,95,88
4992,85,14
4993,86,26
4994,55,34
4995,2,8
4996,13,36
4997,55,56
4998,50,56
4999,76,24
5000,77,77
5001,54,3
5002,92,41
5003,8,12
5004,96,58
5005,27,56
5006,44,66
5007,2,84
5008,56,8
5009,10,94
5010,58,90
5011,25,63
5012,88,33
5013,32,13
5014,11,76
5015,22,4
5016,71,97
5017,14,86
5018,54,18
5019,44,4
5020,37,45
5021,39,72
5022,10,70
5023,13,48
5024,34,32
5025,19,17
5026,94,40
5027,8,80
5028,88,4
5029,94,85
5030,77,72
5031,57,55
5032,59,64
5033,72,66
5034,55,40
5035,10,30
5036,29,73
5037,74,22
5038,97,45
5039,63,39
5040,77,19
5041,11,76
5042,77,58
5043,15,93
5044,1,8
5045,16,45
5046,27,2
5047,46,55
5048,13,81
5049,68,32
5050,22,36
5051,36,61
5052,6,18
5053,66,30
5054,36,19
5055,7,73
5056,53,52
5057,60,17
5058,41,17
5059,44,27
5060,54,12
5061,46,42
5062,9,74
5063,54,62
5064,29,77
5065,17,63
5066,85,0
5067,60,4
5068,44,33
5069,29,69
5070,9,20
5071,69,91
5072,90,60
5073,2,63
5074,95,80
5075,34,52
5076,93,36
5077,12,82
5078,45,98
5079,43,70
5080,62,76
5081,55,4
5082,56,17
5083,58,41
5084,33,95
5085,37,42
5086,24,90
5087,49,79
5088,71,54
5089,27,51
5090,9,99
5091,21,97
5092,90,97
5093,35,44
5094,1,18
5095,76,66
5096,6,28
5097,55,96
5098,21,53
5099,98,68
5100,66,69
5101,51,69
5102,65,26
5103,74,58
5104,40,27
5105,18,6
5106,60,44
5107,85,15
5108,15,38
5109,66,85
5110,84,33
5111,95,13
5112,89,43
5113,4,27
5114,27,35
5115,55,66
5116,64,24
5117,10,74
5118,36,48
5119,77,18
5120,16,89
5121,40,27
5122,75,41
5123,56,86
5124,33,10
5125,18,22
5126,54,30
5127,89,96
5128,45,47
5129,8,63
5130,24,28
5131,76,32
5132,78,82
5133,47,17
5134,79,32
5135,82,3
5136,80,60
5137,66,21
5138,15,25
5139,42,80
5140,13,91
5141,93,81
5142,90,70
5143,21,35
5144,3,48
5145,5,78
5146,35,62
5147,35,41
5148,31,78
5149,70,51
5150,72,90
5151,57,35
5152,95,32
5153,23,26
5154,59,56
5155,7,75
5156,43,89
5157,80,3
5158,78,6
5159,58,71
5160,85,81
5161,44,30
5162,43,46
5163,68,25
5164,72,77
5165,60,35
5166,87,77
5167,70,33
5168,19,29
5169,86,79
5170,91,9
5171,58,1
5172,34,11
5173,0,58
5174,91,57
5175,64,73
5176,2,48
5177,7,64
5178,71,26
5179,72,34
5180,76,24
5181,8,62
5182,25,71
5183,44,56
5184,75,19
5185,86,85
5186,59,54
5187,56,19
5188,40,88
5189,81,93
5190,46,10
5191,3,82
5192,71,75
5193,97,67
5194,88,26
5195,73,10
5196,64,36
5197,67,84
5198,1,83
5199,43,75
5200,9,81
5201,63,82
5202,54,26
5203,29,7
5204,47,73
5205,75,90
5206,76,65
5207,19,52
5208,82,26
5209,63,85
5210,25,47
5211,69,25
5212,79,64
5213,37,78
5214,74,31
5215,77,78
5216,5,93
5217,81,72
5218,47,65
5219,69,1
5220,91,50
5221,78,69
5222,40,27
5223,90,21
5224,49,0
5225,50,68
5226,37,23
5227,80,32
5228,2,68
5229,54,77
5230,96,66
5231,29,97
5232,57,9
5233,80,32
5234,10,63
5235,68,32
5236,53,52
5237,64,52
5238,34,14
5239,6,47
5240,53,51
5241,67,17
5242,49,87
5243,25,17
5244,78,5
5245,93,5
5246,56,65
5247,34,87
5248,32,58
5249,23,98
5250,93,85
5251,97,22
5252,62,61
5253,57,93
5254,25,69
5255,19,33
5256,51,1
5257,89,26
5258,46,88
5259,59,31
5260,15,68
5261,33,55
5262,91,90
5263,99,43
5264,64,85
5265,23,69
5266,36,60
5267,59,13
5268,65,18
5269,64,29
5270,16,13
5271,71,49
5272,77,38
5273,25,42
5274,27,82
5275,75,71
5276,2,33
5277,93,74
5278,13,70
5279,53,23
5280,12,73
5281,46,99
5282,95,53
5283,9,6
5284,6,17
5285,53,25
5286,6,21
5287,65,2
5288,70,72
5289,75,9
5290,62,96
5291,38,15
5292,42,57
5293,7,2
5294,52,65
5295,32,62
5296,39,15
5297,29,52
5298,12,71
5299,13,8
5300,93,78
5301,82,94
5302,99,39
5303,51,13
5304,45,55
5305,32,19
5306,61,9
5307,58,14
5308,51,43
5309,7,90
5310,33,86
5311,35,26
5312,86,19
5313,44,56
5314,82,77
5315,31,41
5316,94,84
5317,4,39
5318,83,81
5319,28,34
5320,47,33
5321,19,93
5322,97,77
5323,47,42
5324,40,39
5325,85,45
5326,81,0
5327,81,75
5328,59,13
5329,12,42
5330,88,5
5331,56,41
5332,21,31
5333,1,12
5334,80,32
5335,68,78
5336,29,86
5337,27,9
5338,67,94
5339,3,23
5340,92,42
5341,37,43
5342,24,35
5343,86,6
5344,5,27
5345,12,45
5346,67,95
5347,21,95
5348,68,84
5349,88,26
5350,81,35
5351,19,42
5352,66,79
5353,91,87
5354,48,74
5355,5,46
5356,60,67
5357,58,64
5358,40,35
5359,30,91
5360,56,51
5361,24,52
5362,11,16
5363,79,38
5364,79,86
5365,11,37
5366,75,92
5367,15,37
5368,28,84
5369,54,42
5370,43,47
5371,84,76
5372,26,18
5373,72,68
5374,63,88
5375,91,94
5376,11,23
5377,94,52
5378,54,55
5379,47,26
5380,13,76
5381,30,6
5382,6,8
5383,73,74
5384,79,15
5385,27,13
5386,21,66
5387,24,47
5388,62,57
5389,56,34
5390,52,10
5391,49,9
5392,88,26
5393,93,74
5394,18,19
5395,97,93
5396,63,53
5397,41,36
5398,24,59
5399,15,6
5400,52,63
5401,28,19
5402,99,9
5403,2,16
5404,8,37
5405,29,40
5406,23,57
5407,51,88
5408,15,17
5409,0,44
5410,17,76
5411,82,62
5412,79,94
5413,47,7
5414,90,63
5415,65,92
5416,37,5
5417,32,91
5418,77,34
5419,67,36
5420,67,55
5421,11,95
5422,34,37
5423,71,30
5424,0,76
5425,52,97
5426,51,2
5427,34,51
5428,28,49
5429,84,0
5430,33,41
5431,57,54
5432,0,14
5433,11,8
5434,27,78
5435,3,71
5436,29,40
5437,86,59
5438,76,92
5439,7,65
5440,80,85
5441,89,68
5442,47,44
5443,88,6
5444,11,99
5445,2,87
5446,30,85
5447,37,98
5448,29,96
5449,49,24
5450,62,12
5451,41,66
5452,68,70
5453,73,7
5454,46,55
5455,15,13
5456,5,56
5457,96,18
5458,20,35
5459,69,52
5460,36,46
5461,72,29
5462,36,90
5463,31,50
5464,71,62
5465,64,19
5466,3,88
5467,17,61
5468,92,85
5469,74,72
5470,91,89
5471,73,26
5472,44,44
5473,84,33
5474,14,90
5475,55,36
5476,27,68
5477,46,11
5478,78,92
5479,52,13
5480,52,78
5481,72,60
5482,14,18
5483,23,97
5484,0,89
5485,94,32
5486,98,27
5487,98,88
5488,2,14
5489,44,45
5490,43,82
5491,67,35
5492,26,65
5493,95,27
5494,29,73
5495,57,52
5496,92,5
5497,90,77
5498,49,28
5499,55,25
5500,56,50
5501,60,99
5502,51,2
5503,6,30
5504,81,22
5505,97,15
5506,99,63
5507,66,76
5508,20,96
5509,7,62
5510,15,41
5511,16,71
5512,76,60
5513,6,74
5514,3,27
5515,90,15
5516,38,85
5517,5,57
5518,63,83
5519,91,51
5520,93,46
5521,85,35
5522,65,31
5523,95,88
5524,57,91
5525,12,37
5526,5,44
5527,89,22
5528,90,8
5529,17,51
5530,9,62
5531,84,96
5532,56,34
5533,59,27
5534,35,0
5535,13,37
5536,89,48
5537,32,41
5538,1,10
5539,34,16
5540,18,80
5541,38,97
5542,53,59
5543,59,18
5544,60,55
5545,52,30
5546,26,84
5547,55,63
5548,41,70
5549,38,21
5550,74,13
5551,15,38
5552,88,26
5553,83,94
5554,28,54
5555,99,34
5556,57,44
5557,35,65
5558,35,81
5559,44,91
5560,99,93
5561,92,46
5562,11,10
5563,32,3
5564,6,34
5565,91,42
5566,96,1
5567,96,81
5568,53,2
5569,86,54
5570,74,44
5571,9,21
5572,1,48
5573,63,63
5574,57,73
5575,16,15
5576,67,86
5577,13,68
5578,41,75
5579,40,90
5580,64,99
5581,42,1
5582,40,74
5583,99,85
5584,55,42
5585,31,86
5586,20,78
5587,54,57
5588,49,81
5589,15,15
5590,75,59
5591,52,66
5592,89,83
5593,70,54
5594,61,81
5595,66,1
5596,14,46
5597,14,29
5598,49,88
5599,24,73
5600,90,34
5601,3,78
5602,53,65
5603,21,5
5604,91,46
5605,77,66
5606,35,37
5607,61,93
5608,26,89
5609,18,26
5610,28,37
5611,53,39
5612,15,30
5613,53,3
5614,99,50
5615,60,41
5616,44,18
5617,66,49
5618,60,16
5619,73,39
5620,5,85
5621,29,30
5622,43,98
5623,17,19
5624,20,55
5625,84,20
5626,44,16
5627,95,51
5628,20,97
5629,87,89
5630,41,75
5631,34,87
5632,39,13
5633,24,18
5634,57,98
5635,50,93
5636,77,25
5637,59,10
5638,51,95
5639,49,67
5640,12,78
5641,69,44
5642,32,9
5643,57,48
5644,35,19
5645,56,28
5646,61,98
5647,57,3
5648,99,40
5649,74,53
5650,27,86
5651,34,65
5652,12,46
5653,18,51
5654,44,98
5655,61,56
5656,81,3
5657,54,79
5658,39,16
5659,56,57
5660,84,90
5661,72,65
5662,94,89
5663,76,15
5664,24,97
5665,49,2
5666,36,74
5667,38,42
5668,38,68
5669,54,23
5670,66,3
5671,57,81
5672,96,89
5673,40,54
5674,25,66
5675,43,87
5676,96,62
5677,67,72
5678,11,89
5679,52,33
5680,11,20
5681,28,91
5682,61,6
5683,57,19
5684,69,97
5685,35,34
5686,52,2
5687,14,12
5688,90,75
5689,60,21
5690,57,13
5691,49,48
5692,74,55
5693,34,67
5694,19,66
5695,34,76
5696,48,23
5697,8,40
5698,94,68
5699,56,20
5700,39,25
5701,71,22
5702,14,4
5703,61,32
5704,41,7
5705,35,69
5706,37,99
5707,9,46
5708,19,59
5709,71,1
5710,65,15
5711,42,88
5712,34,93
5713,58,29
5714,17,56
5715,20,91
5716,36,11
5717,65,38
5718,85,47
5719,90,77
5720,11,80
5721,75,66
5722,8,97
5723,9,30
5724,60,10
5725,13,70
5726,33,60
5727,48,21
5728,85,4
5729,2,37
5730,68,16
5731,81,30
5732,59,41
5733,3,79
5734,20,99
5735,18,24
5736,35,65
5737,41,53
5738,51,99
5739,64,83
5740,27,78
5741,33,47
5742,60,21
5743,30,3
5744,84,13
5745,13,74
5746,4,55
5747,82,79
5748,84,87
5749,63,25
5750,82,6
5751,9,36
5752,15,7
5753,92,71
5754,49,4
5755,76,47
5756,7,54
5757,2,96
5758,52,18
5759,43,13
5760,98,36
5761,84,39
5762,6,2
5763,24,42
5764,37,44
5765,99,37
5766,94,67
5767,75,49
5768,86,43
5769,19,37
5770,50,43
5771,92,86
5772,15,76
5773,11,42
5774,2,24
5775,67,28
5776,7,33
5777,40,20
5778,73,14
5779,82,95
5780,21,37
5781,58,85
5782,34,12
5783,12,27
5784,5,62
5785,71,22
5786,43,90
5787,31,15
5788,90,78
5789,32,51
5790,74,19
5791,15,35
5792,4,49
5793,9,29
5794,96,99
5795,26,6
5796,86,94
5797,75,84
5798,96,51
5799,99,16
5800,37,43
5801,89,80
5802,33,38
5803,20,24
5804,18,97
5805,91,28
5806,19,0
5807,43,40
5808,28,8
5809,22,76
5810,35,53
5811,14,66
5812,31,71
5813,41,13
5814,13,40
5815,55,38
5816,27,15
5817,49,48
5818,46,82
5819,7,57
5820,60,74
5821,48,52
5822,42,6
5823,10,47
5824,79,28
5825,26,67
5826,49,84
5827,21,35
5828,25,8
5829,61,5
5830,42,20
5831,99,71
5832,80,3
5833,27,99
5834,11,18
5835,9,88
5836,13,70
5837,80,47
5838,34,48
5839,22,79
5840,72,26
5841,32,26
5842,5,64
5843,40,23
5844,3,70
5845,83,0
5846,6,57
5847,65,64
5848,73,19
5849,96,87
5850,58,49
5851,53,65
5852,24,30
5853,28,51
5854,67,2
5855,30,38
5856,71,56
5857,65,79
5858,98,47
5859,91,70
5860,26,92
5861,91,46
5862,93,82
5863,15,22
5864,22,71
5865,63,60
5866,93,48
5867,57,82
5868,65,62
5869,44,94
5870,32,71
5871,55,5
5872,63,20
5873,46,80
5874,91,30
5875,1,79
5876,93,30
5877,44,26
5878,81,98
5879,70,58
5880,90,8
5881,61,0
5882,63,10
5883,50,0
5884,7,23
5885,52,55
5886,16,37
5887,17,31
5888,43,37
5889,11,42
5890,5,73
5891,54,46
5892,45,96
5893,57,21
5894,31,86
5895,74,25
5896,31,16
5897,38,71
5898,10,85
5899,73,52
5900,93,17
5901,20,88
5902,39,41
5903,68,99
5904,75,75
5905,12,78
5906,36,66
5907,26,66
5908,7,98
5909,48,36
5910,50,33
5911,73,91
5912,41,11
5913,14,1
5914,6,5
5915,56,4
5916,75,56
5917,99,3
5918,65,48
5919,95,46
5920,23,0
5921,84,12
5922,48,23
5923,49,74
5924,4,65
5925,65,24
5926,61,90
5927,1,60
5928,57,11
5929,47,52
5930,65,10
5931,1,55
5932,21,10
5933,64,9
5934,15,76
5935,34,49
5936,15,16
5937,71,59
5938,96,63
5939,96,32
5940,80,96
5941,4,28
5942,38,40
5943,40,58
5944,88,10
5945,67,96
5946,82,75
5947,22,53
5948,92,41
5949,46,17
5950,33,27
5951,95,19
5952,96,47
5953,71,88
5954,30,49
5955,34,36
5956,57,19
5957,38,78
5958,39,97
5959,22,81
5960,93,50
5961,57,86
5962,66,33
5963,78,40
5964,86,47
5965,62,85
5966,92,14
5967,43,71
5968,67,42
5969,42,25
5970,25,91
5971,26,89
5972,71,50
5973,72,58
5974,60,64
5975,83,11
5976,91,10
5977,32,48
5978,8,10
5979,83,23
5980,69,59
5981,59,57
5982,56,84
5983,8,15
5984,65,17
5985,93,67
5986,71,71
5987,39,73
5988,15,34
5989,85,69
5990,85,76
5991,17,67
5992,47,55
5993,66,78
5994,49,8
5995,55,57
5996,55,40
5997,26,50
5998,68,27
5999,52,10
6000,56,7
6001,65,35
6002,11,62
6003,35,99
6004,76,29
6005,27,70
6006,54,56
6007,12,93
6008,47,11
6009,18,87
6010,79,13
6011,25,7
6012,86,30
6013,34,15
6014,28,21
6015,20,57
6016,36,79
6017,40,98
6018,42,7
6019,80,77
6020,11,26
6021,3,76
6022,94,54
6023,56,70
6024,41,38
6025,15,86
6026,32,74
6027,93,0
6028,93,7
6029,81,59
6030,40,72
6031,92,61
6032,38,69
6033,6,84
6034,25,97
6035,97,2
6036,39,25
6037,46,61
6038,83,75
6039,20,23
6040,93,37
6041,76,11
6042,3,6
6043,86,30
6044,43,98
6045,81,18
6046,23,41
6047,6,10
6048,17,99
6049,19,55
6050,19,43
6051,7,97
6052,40,21
6053,82,62
6054,98,53
6055,98,59
6056,96,25
6057,25,41
6058,79,19
6059,97,48
6060,78,10
6061,56,97
6062,9,63
6063,31,61
6064,52,45
6065,56,40
6066,83,18
6067,55,3
6068,55,70
6069,67,68
6070,80,8
6071,2,46
6072,81,96
6073,14,24
6074,95,86
6075,66,47
6076,12,78
6077,23,52
6078,3,70
6079,33,69
6080,33,24
6081,45,70
6082,18,73
6083,59,48
6084,63,51
6085,41,47
6086,14,5
6087,67,80
6088,89,67
6089,10,49
6090,97,44
6091,98,37
6092,11,49
6093,56,50
6094,97,39
6095,91,78
6096,10,41
6097,43,26
6098,24,69
6099,82,33
6100,95,65
6101,68,60
6102,34,59
6103,39,52
6104,69,86
6105,71,23
6106,78,58
6107,79,42
6108,52,0
6109,54,20
6110,1,40
6111,26,12
6112,3,0
6113,48,72
6114,65,21
6115,34,66
6116,29,80
6117,56,66
6118,3,87
6119,30,26
6120,66,50
6121,75,14
6122,21,34
6123,65,29
6124,51,23
6125,55,68
6126,35,28
6127,45,22
6128,12,79
6129,21,46
6130,84,93
6131,1,26
6132,8,96
6133,41,50
6134,66,24
6135,74,39
6136,14,89
6137,2,72
6138,97,9
